POA_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4073,0,0,4,3,0,6,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,7,0,0,0,0,3,0,4,0,0,7,0,4,0,11,6,3,10,0,7,0,25,183,3,52,0,9,0,240,90,0,21,0,0,0,114,53,0,8,0,0,0,60,31,0,5,0,0,0,36,14,0,0,0,0,0,11,3,0,0,0,0,0,3,3,0,0,0,0,0,10,4,4,4,0,0,0,13,393,20,108,9,17,4,555
POA4074,0,0,33,0,3,8,43,0,0,0,0,0,0,0,3,3,7,0,0,0,8,3,0,9,0,0,0,13,3,0,13,0,5,0,22,11,0,17,0,0,0,34,54,4,36,6,5,3,104,608,0,139,5,10,3,760,298,0,61,0,0,0,358,99,0,18,0,0,0,123,40,0,3,0,0,0,43,5,0,0,0,0,0,10,5,0,0,0,0,0,6,3,0,3,0,0,0,6,19,3,20,3,3,0,54,1157,13,357,20,28,18,1589
POA4075,3,9,26,0,5,26,71,0,25,0,0,0,0,25,8,77,17,6,8,0,113,16,35,24,3,0,0,71,16,13,33,0,0,0,69,47,13,30,3,3,0,95,247,3,85,4,3,0,345,732,7,161,4,3,0,915,386,0,74,0,8,0,469,79,0,20,0,0,0,97,55,0,10,0,0,3,69,36,0,8,0,0,0,41,22,0,0,0,0,0,24,16,0,10,0,0,0,23,23,16,12,10,0,0,66,1683,201,506,38,40,35,2498
POA4076,0,0,14,0,0,6,23,0,0,0,0,0,0,3,0,17,9,0,0,0,25,3,8,8,7,0,0,29,0,0,8,3,0,0,12,29,5,22,0,3,0,61,160,5,63,3,9,5,246,183,0,55,4,9,5,256,20,0,4,0,3,0,21,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,17,405,43,191,18,31,13,699
POA4077,8,68,50,3,3,20,148,0,95,3,0,0,0,106,0,426,24,15,25,4,493,22,320,19,11,56,3,438,14,142,33,14,39,3,244,34,134,54,3,59,3,289,631,178,261,19,75,6,1163,970,24,171,14,53,7,1243,112,10,24,0,10,0,153,6,5,3,0,0,0,16,10,0,5,0,0,0,14,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,5,34,86,21,4,5,10,168,1850,1486,669,86,323,63,4479
POA4078,3,10,19,0,0,4,40,0,10,0,0,0,0,12,5,82,9,0,0,0,95,3,69,18,0,0,0,96,3,33,13,4,4,0,62,16,40,27,0,42,0,128,279,42,138,0,30,6,487,1273,14,177,6,15,3,1494,175,0,35,0,4,0,208,30,0,4,0,0,0,33,9,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,21,14,3,10,0,67,1823,330,460,13,113,22,2752
POA4101,7,16,45,4,3,32,108,0,40,6,3,0,0,49,21,113,15,14,3,3,160,60,58,64,13,6,0,196,52,17,46,9,3,0,126,161,8,83,3,9,3,262,453,7,155,8,15,0,638,726,0,230,3,5,6,978,994,0,244,4,16,0,1259,561,0,124,3,8,3,699,213,0,61,3,3,0,280,122,0,46,0,0,0,163,51,0,18,0,0,0,72,75,0,28,0,4,0,108,41,19,40,5,9,4,132,3540,288,1206,62,94,53,5231
POA4102,0,15,15,0,3,10,44,0,31,3,3,0,0,35,0,129,12,7,0,4,161,25,23,21,18,3,0,87,23,7,13,0,0,0,46,68,8,32,3,3,0,112,139,0,44,0,0,0,184,318,7,95,4,8,4,433,314,0,74,4,4,0,399,100,0,29,0,3,0,135,34,0,7,0,0,0,42,15,0,7,0,0,0,31,4,0,3,0,0,0,10,12,0,4,0,0,0,14,13,6,15,4,0,0,41,1080,232,378,39,23,27,1770
POA4103,3,27,22,0,0,10,64,0,35,0,5,0,0,38,7,114,19,0,3,0,155,49,40,44,38,0,0,170,39,20,24,4,0,0,91,143,14,55,3,6,0,222,486,10,150,0,11,3,654,615,3,148,0,3,3,781,363,0,88,0,6,0,457,120,0,23,0,0,0,142,28,0,10,0,0,0,45,17,0,6,0,0,0,22,3,0,0,0,0,0,3,6,0,4,0,0,0,14,25,17,19,0,0,3,73,1919,279,614,58,30,25,2928
POA4104,0,16,8,0,0,3,27,0,14,4,0,0,0,18,5,76,0,7,0,5,97,6,24,15,10,0,0,51,4,5,8,0,0,0,17,40,3,7,0,0,0,57,153,3,27,0,3,0,190,258,0,48,0,0,0,307,165,3,31,0,3,0,198,41,0,5,0,0,0,46,8,0,7,0,0,0,14,6,0,0,0,0,0,7,0,0,3,0,0,0,6,8,0,3,0,0,0,11,3,11,0,0,0,5,21,707,150,165,23,10,12,1062
POA4105,0,20,19,0,0,9,50,0,27,3,0,0,0,37,9,146,15,5,0,0,183,13,39,23,10,3,0,85,19,16,18,0,0,0,51,54,11,39,3,3,0,105,299,3,95,0,0,0,410,602,6,116,0,4,3,731,215,0,44,0,0,0,260,39,0,15,0,0,0,54,17,0,7,0,0,0,23,21,0,12,0,0,0,33,6,0,0,0,0,0,6,4,0,3,0,0,0,9,10,15,12,4,0,3,48,1301,290,423,28,17,25,2085
POA4106,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,0,0,0,3,0,8,3,0,3,0,0,0,8,0,0,0,0,0,0,4,18,0,5,0,0,0,29,31,0,34,0,3,0,70,70,0,24,0,0,0,94,11,0,3,0,0,0,13,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,5,149,5,78,0,10,4,246
POA4107,0,0,9,0,0,7,13,0,0,0,0,0,0,3,10,14,6,0,0,0,30,8,8,10,0,5,0,41,0,3,14,0,0,0,22,14,0,17,0,0,0,29,67,4,35,0,0,0,112,188,0,38,0,6,0,239,67,0,21,0,3,0,90,20,0,9,0,0,0,29,4,0,3,0,0,0,12,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,12,0,0,0,21,390,42,185,7,13,8,647
POA4108,3,6,8,0,0,3,26,0,27,0,0,0,0,27,3,58,15,0,7,0,85,9,49,11,8,3,0,82,7,10,7,4,4,0,33,25,14,23,7,3,0,66,54,18,39,9,6,0,121,247,7,61,0,3,0,317,77,0,17,0,4,0,94,12,0,3,0,0,0,19,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,10,12,14,0,0,0,38,438,205,210,34,26,7,917
POA4109,4,3,93,3,8,29,143,3,13,3,5,0,0,27,24,59,85,3,18,0,182,24,25,56,5,41,0,147,28,11,47,4,21,4,109,32,14,39,5,6,0,105,166,20,104,4,16,0,310,908,11,258,7,50,3,1243,507,0,173,7,23,0,711,160,3,70,3,5,0,237,61,0,33,0,4,0,93,19,0,13,0,0,0,34,3,0,8,0,0,0,13,3,0,4,0,0,0,15,42,12,61,3,14,6,139,1976,173,1059,57,197,49,3509
POA4110,0,19,10,0,0,5,41,0,16,0,0,0,0,18,6,94,3,0,0,3,105,6,86,11,4,0,0,104,5,34,13,0,0,0,58,11,26,26,7,11,0,81,196,49,77,0,14,3,337,406,13,69,0,11,3,499,90,0,11,0,0,0,107,22,0,5,0,0,0,25,5,0,3,0,0,0,9,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,21,3,0,3,0,46,764,362,236,12,42,13,1434
POA4111,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,17,0,3,0,0,0,20,19,0,10,0,0,0,28,21,0,5,0,0,0,32,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,32,0,0,0,100
POA4112,0,3,11,0,0,7,21,0,0,0,0,0,0,0,0,3,3,0,0,0,10,3,5,4,0,0,0,13,0,5,6,0,0,0,11,3,3,9,0,3,0,18,28,8,8,0,4,0,43,230,6,47,5,15,0,298,81,0,11,0,3,0,100,39,0,3,0,0,0,47,6,0,0,0,0,0,6,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,4,25,404,36,109,12,27,6,593
POA4113,8,3,55,0,4,16,79,0,4,0,0,0,0,4,8,15,29,7,6,0,74,15,15,26,0,80,3,137,6,8,22,3,50,0,92,13,23,29,3,68,0,138,99,3,76,6,67,3,254,1276,11,328,28,70,11,1730,392,0,115,4,21,3,543,105,3,28,0,7,0,142,37,0,7,0,0,0,47,3,0,0,0,3,0,4,3,0,6,0,0,0,15,0,0,0,0,0,0,3,31,6,33,0,11,4,91,1998,91,763,65,395,40,3354
POA4114,23,84,25,8,3,13,153,0,122,0,0,0,0,128,23,329,15,5,7,0,380,34,255,31,18,5,0,343,70,85,47,0,0,0,197,750,165,105,9,17,11,1060,1570,60,239,23,61,19,1961,434,12,68,4,22,3,537,39,0,16,0,0,0,53,16,0,0,0,0,0,16,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,43,62,21,6,7,3,142,3010,1171,563,80,120,53,4989
POA4115,0,3,17,0,0,9,32,0,4,0,0,0,0,4,4,12,12,0,11,0,40,6,6,9,0,10,0,30,6,5,10,4,0,0,19,4,5,14,0,0,0,23,64,5,37,0,0,0,111,603,3,119,7,15,3,743,296,0,34,0,3,0,335,40,0,3,0,0,0,51,16,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,7,0,38,1054,48,267,12,49,15,1442
POA4116,7,0,23,3,3,15,44,0,0,3,0,0,0,3,0,3,12,3,0,0,23,7,0,12,3,0,0,21,5,0,13,0,0,0,15,6,0,10,3,6,0,24,101,32,24,4,3,0,168,930,3,185,19,25,7,1168,378,0,48,0,8,0,432,96,0,11,0,0,0,106,23,0,4,0,0,0,32,3,0,0,0,0,0,5,4,0,0,0,0,0,4,3,0,3,0,0,0,8,24,0,23,5,3,0,66,1577,40,384,46,50,25,2119
POA4117,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,87,0,14,0,0,0,104,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,20,0,0,5,137
POA4118,7,4,36,0,3,16,64,0,14,3,0,0,0,15,0,61,6,0,0,0,67,10,54,11,0,0,3,84,3,19,13,0,0,0,33,18,16,36,0,0,0,77,625,20,205,4,23,3,876,1247,3,245,12,23,12,1535,95,0,23,0,0,0,120,21,0,9,0,0,0,28,8,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,36,16,25,0,0,8,86,2062,215,614,19,57,39,3001
POA4119,3,3,7,0,0,5,20,0,4,0,0,0,0,10,0,11,0,0,0,0,21,0,8,0,0,0,0,16,0,0,3,0,0,0,7,12,3,12,0,0,0,31,100,3,29,0,3,0,141,172,4,44,0,3,0,226,101,0,11,0,0,0,117,14,0,3,0,0,0,15,4,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,3,12,420,50,130,0,11,6,617
POA4120,3,21,15,0,0,4,45,0,38,0,0,0,0,39,3,114,13,0,0,3,133,22,18,24,3,0,0,59,20,6,16,0,0,0,40,76,3,40,0,0,0,119,357,0,85,0,3,3,454,585,3,116,3,7,0,715,252,0,46,0,3,0,296,77,0,4,0,0,0,87,25,0,6,0,0,0,34,13,0,4,0,0,0,17,3,0,0,0,0,0,3,8,0,3,0,0,0,5,20,7,10,0,0,0,46,1457,211,377,16,17,16,2092
POA4121,0,29,22,3,0,21,70,0,46,3,0,0,0,50,3,188,15,0,0,0,209,11,81,21,4,3,3,127,19,38,24,4,3,0,81,81,35,28,0,0,3,145,155,23,63,7,4,3,251,649,11,156,0,6,0,828,395,4,82,3,0,0,484,108,0,11,0,0,0,125,52,0,12,0,0,0,63,18,0,3,0,0,0,20,7,0,6,0,0,0,13,12,0,0,0,0,0,10,20,22,18,3,5,3,73,1536,479,460,28,24,40,2560
POA4122,5,48,45,5,3,32,140,3,51,0,4,0,0,61,9,288,34,10,0,0,339,18,169,49,19,10,3,266,35,64,44,18,9,3,168,52,74,71,15,8,0,219,269,46,127,9,5,4,458,1554,28,409,12,28,9,2049,658,3,125,6,15,3,802,174,7,38,0,3,0,229,49,3,13,0,4,0,68,11,0,4,0,0,0,19,0,0,0,0,0,0,3,6,0,0,0,0,0,9,50,26,35,18,7,4,136,2887,812,995,107,88,67,4952
POA4123,0,0,26,0,3,11,40,0,5,0,0,0,0,9,0,22,7,0,0,0,31,6,35,14,4,0,0,62,9,12,25,0,3,0,49,15,3,30,0,0,0,54,199,14,77,0,8,0,302,440,8,109,0,14,0,577,125,0,30,0,3,0,170,40,0,9,0,0,0,53,24,0,5,0,0,0,30,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12,0,3,0,28,884,113,353,11,45,15,1414
POA4124,3,7,14,0,6,11,38,0,12,0,0,0,0,13,0,39,3,0,0,0,44,4,34,11,0,0,0,50,0,13,12,0,0,0,28,5,8,16,0,3,0,29,303,6,83,0,9,4,400,309,0,89,0,9,0,415,103,0,26,0,0,0,131,45,0,5,0,0,0,54,12,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,16,3,3,6,51,807,126,270,4,28,20,1262
POA4125,0,0,3,0,5,7,14,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,6,0,9,0,16,8,0,3,0,4,0,11,11,0,3,0,22,0,36,11,0,5,0,0,0,19,73,0,18,0,3,0,88,74,0,12,0,6,0,90,22,0,3,0,0,0,25,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,5,0,19,207,3,65,0,59,4,335
POA4127,3,21,18,0,12,17,67,0,26,3,0,0,0,28,6,90,9,3,3,0,123,11,95,17,3,26,0,158,17,30,33,5,24,5,112,140,41,59,0,10,3,255,703,27,203,10,29,9,988,577,3,197,0,12,4,797,210,0,59,0,0,0,270,39,0,8,0,3,0,49,8,0,3,0,0,0,12,3,0,4,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,3,0,8,29,22,13,0,9,3,78,1748,365,643,33,126,39,2953
POA4128,0,4,11,0,4,9,30,0,3,0,0,0,0,3,3,14,13,0,0,0,30,3,12,7,0,6,0,25,3,3,8,0,4,0,17,13,3,22,0,17,0,52,175,3,74,0,12,0,255,334,0,85,0,8,3,431,150,0,29,0,0,0,175,46,0,10,0,0,0,56,10,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,32,755,42,273,0,51,10,1124
POA4129,0,0,3,0,0,3,9,0,3,0,0,0,0,7,0,7,7,0,0,0,8,0,5,8,0,0,0,15,0,0,0,0,0,0,4,0,3,6,0,0,0,6,68,9,39,0,3,0,116,231,4,62,0,0,0,298,60,0,10,0,0,0,73,9,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,12,383,31,134,0,9,0,557
POA4130,0,0,4,0,3,8,21,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,3,0,7,0,11,0,0,4,0,0,0,9,3,0,8,0,0,0,8,26,0,18,0,0,0,42,98,0,49,0,3,0,150,60,0,18,0,0,0,85,16,0,3,0,0,0,24,12,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,9,210,3,129,3,27,7,383
POA4131,0,18,5,0,0,3,27,0,24,0,0,0,0,26,3,96,3,0,0,0,105,28,86,13,3,3,4,132,12,28,9,0,0,0,46,61,29,24,4,8,0,128,288,26,53,3,3,0,373,581,3,95,8,17,3,703,39,0,9,0,3,0,46,9,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,21,21,5,0,0,0,54,1041,336,220,19,41,14,1667
POA4132,4,22,10,0,3,8,53,0,17,0,0,0,0,15,3,89,8,0,0,0,103,13,82,15,0,0,0,114,8,31,15,0,0,0,50,75,44,39,9,5,4,168,949,46,194,5,29,10,1226,1313,5,160,13,21,13,1533,60,0,16,3,3,0,79,9,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,34,16,8,0,3,0,62,2477,347,471,35,68,35,3428
POA4133,3,7,21,0,0,10,34,0,23,0,0,0,0,25,5,50,9,0,7,0,70,8,41,7,0,29,0,91,5,23,15,3,41,3,87,87,12,16,5,30,0,155,347,13,88,19,14,7,491,992,0,86,3,11,3,1095,107,0,10,0,0,0,120,22,0,3,0,0,0,28,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,25,9,17,5,8,3,66,1619,181,270,37,144,31,2280
POA4151,4,15,13,4,0,8,42,0,21,0,0,0,0,26,9,100,16,0,0,3,125,18,25,30,0,3,0,70,15,3,26,3,0,0,44,89,12,49,0,0,0,154,497,17,109,3,9,3,635,964,6,139,0,10,6,1129,333,0,61,3,4,0,403,93,0,21,0,0,0,112,38,0,8,0,0,0,44,30,0,8,0,0,0,32,10,0,3,0,0,0,18,11,0,0,0,0,0,12,29,12,20,7,0,0,69,2134,211,494,20,28,13,2904
POA4152,8,23,45,3,5,40,111,0,36,7,0,0,0,47,4,174,18,7,0,0,203,10,96,30,3,5,0,151,17,48,24,5,3,0,100,57,54,22,5,4,0,139,174,32,92,3,3,0,305,1224,26,284,4,18,5,1568,961,4,155,0,10,0,1130,346,0,49,0,0,3,395,118,0,25,0,0,0,142,42,0,9,0,0,0,50,24,0,3,0,0,0,27,28,0,6,0,4,0,36,36,19,30,0,6,6,105,3039,521,789,49,55,59,4506
POA4153,0,0,3,0,0,8,13,0,3,0,0,0,0,4,0,6,0,0,3,0,9,0,3,0,0,0,0,3,0,3,3,0,0,0,6,0,4,0,0,0,0,5,0,0,6,0,0,0,9,81,0,34,3,0,0,118,54,0,11,0,0,0,64,29,0,4,0,0,0,33,17,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,191,21,65,3,8,9,289
POA4154,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,4,7,0,10,0,0,0,9,174,9,45,4,8,0,246,226,0,31,3,0,0,257,109,0,4,0,0,0,118,55,0,6,0,0,0,64,19,0,3,0,0,0,18,5,0,0,0,0,0,5,6,0,0,0,0,0,9,7,0,3,0,0,0,13,607,16,108,11,8,7,758
POA4155,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,3,33
POA4156,0,0,3,0,0,8,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,3,3,0,4,0,0,0,6,20,0,0,0,0,0,17,18,0,3,0,0,0,21,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,52,0,32,4,4,5,95
POA4157,0,24,15,0,3,14,60,0,33,0,0,0,0,33,0,130,0,4,0,0,140,10,76,16,4,4,0,104,13,8,16,0,0,0,35,18,22,33,3,16,0,88,176,14,83,5,8,3,289,450,3,128,0,3,3,589,195,0,33,0,3,0,226,23,0,6,0,0,0,29,8,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,6,0,0,0,7,0,0,0,0,0,0,0,9,12,24,0,0,8,60,900,324,358,19,40,32,1677
POA4158,0,3,3,0,0,3,12,0,0,0,0,0,0,3,0,11,0,0,0,0,11,0,9,4,0,10,0,21,0,10,7,0,0,0,16,5,3,3,0,3,0,16,70,5,38,4,0,3,111,174,3,51,3,8,0,231,21,0,7,0,0,0,32,12,0,0,0,0,0,18,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,8,291,49,116,5,17,6,486
POA4159,0,8,19,3,0,9,37,0,8,0,0,0,0,14,0,41,4,7,3,0,57,0,24,3,5,0,0,34,0,6,3,0,4,0,11,3,9,10,3,3,0,36,52,13,36,3,3,0,107,267,6,84,0,0,0,361,205,0,39,0,0,0,252,37,0,7,0,0,0,46,17,0,0,0,0,0,17,3,0,0,0,0,0,9,4,0,0,0,0,0,3,3,0,0,0,0,0,3,14,8,6,3,0,0,31,619,125,224,23,17,17,1016
POA4160,0,8,10,0,0,11,26,0,5,0,0,0,0,8,0,36,3,0,0,0,41,3,16,4,0,4,0,26,3,10,7,0,0,0,21,10,4,13,0,0,0,26,83,3,40,3,0,4,138,340,4,130,0,0,0,473,308,0,56,0,0,4,364,107,0,20,0,0,0,127,39,0,6,0,0,0,42,12,0,5,0,0,0,16,9,0,3,0,0,0,13,3,0,0,0,0,0,6,13,4,5,0,3,4,30,925,90,307,9,11,23,1357
POA4161,0,13,14,0,0,3,34,0,16,0,7,0,0,22,4,69,4,8,0,0,86,0,69,16,16,0,0,109,8,18,13,3,0,0,38,9,20,4,4,0,0,41,55,12,53,8,3,0,126,394,17,141,0,7,3,557,110,0,42,0,0,0,151,14,0,3,0,0,0,21,9,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,21,9,0,0,0,39,612,251,303,46,13,6,1235
POA4163,0,28,15,0,5,5,54,0,37,3,0,0,0,40,0,203,8,7,0,0,216,8,46,7,10,3,3,80,4,20,7,0,0,3,33,18,7,36,0,3,3,79,138,3,62,0,0,0,211,543,5,101,0,3,3,661,281,0,61,0,3,3,351,90,0,19,0,3,0,112,14,0,4,0,0,0,19,16,0,3,0,0,0,15,4,0,0,0,0,0,12,17,0,0,0,0,0,21,18,20,15,3,4,3,59,1152,380,352,27,22,22,1959
